text,labels
meskipun blio terangan pgn maju di jabar waktu megang pssi meskipun gajadi dengan maksa timnas main di jabar terus tp hes goat jaman di pssi yg ngelindungin sty ya cuma pak ibul sm sumardji dr awal kan emg yn serta exco kebanyakan ga sreg sm sty,negative
kurang dari jam setelah konpers pssi yang katakan fifa batalkan drawing u negara besar spt argentina dan qatar nyatakan siap utk menggantikan indonesia menjadi tuan rumah u politisasi olahraga dari kader parpol siap memakan korban materi dan immateri bangsa ini,negative
grazie coach sty yg telah banyak melakukan peningkatan di timnas indonesia bobroknya organisasi ini emang udah kebangetan selama exco dan jajaran manajemen yg lama gak diganti gak bakal pernah ada perubahan pssi merda,positive
pssi p nya apaaa,negative
,positive
resmi pssi berhentikan shin taeyong dari jabatannya sebagai pelatih timnas indonesia gamsahamnida coach shin,neutral
arya diminta dokter kita berikan diminta pelatih striker berikan semua yang diminta shin taeyong dikasih oleh pak erick thohir tunjukkan mana yg ngga kami support ke sty ini yg terbaik gapernah gaji yang terlambat,negative
ketum pssi erick thohir bilang pastikan pelatih baru timnas indonesia bawa target lolos piala dunia arya hari ini bilang gaada target targetnya piala dunia rame bilangnya shin taeyong ada dinamika sama pemain padahal dinamika di dalam pssi sendiri,negative
kalau diingetinget lagi ketidak sukaanketidak cocokan erick thohir dengan shin taeyong ini sebenernya udah keliatan sejak lama sih mulai dari perpanjangan kontrak sty yang diundurundur terus pemberian target sulit bahkan waktu itu terdengar sangat gak masuk akal contoh,negative
to be honest kalopun erick thohir nanti ketemu downfallnya kuharap gak cuma karna pemecatan sty tapi juga karna menggunakan tragedi kanjuruhan buat naikkin namanya saat itu menolak lupa banner yg kemarin sempet bertebaran,positive
gtsty dipecat gterick thohir hire kuch eropah menuruti keinginan segelintir netijen gtkuch eropa gatot gtkepercayaan masy kpd erick thohir turun gt ga jadi apaapa absolute sinema,negative
cuma mau ngasih tau buat pssi erick thohir dan seluruh kaum kardus mie instan sir alex ferguson butuh tahun baru bisa meraih trofi pertamanya di manchester united lalu elo berharap shin taeyong membawa tim peringkat fifa juara piala dunia tolol,neutral
pas kalah sty dan pemain kacau pas menang karena campur tangan erick thohir emang bajingan ini federasi bodo amat lah skrg ga lolos piala dunia juga biarin sampah semua isi nya orang federasi,negative
kan emang dari dulu erick thohir suka sama belanda terutama sejak trio belanda main di inter,positive
breaking ultras garuda indonesia kirim surat terbuka ke ketum pssi erick thohir mengenai pemecatan shin taeyong ugi berharap pssi memberikan jawaban dan tanggapan secara cepat dan berkomunikasi aktif sebelum tanggal januari semangat menyuarakan aspirasi,neutral
jasa besar shin taeyong atas timnas indonesia pssi seharusnya tahu itu kalau evaluasi tentang bahasa okelah sty out tapi kalau evaluasi hasil aff artinya betapa gobloknya erick thohir kali ini,negative
patrick kluivert set to sign as new indonesia head coach deal done years plus years option presentation to take place on january in indonesia the goal is to reach the world cup qualification,neutral
instagram stories anak shin taeyong shin jaewon dia naik di peringkat fifa selama tahun dan menduduki peringakt ke di kualifikasi piala dunia tapi dia sekarang di pecat anda telah bekerja keras sejauh ini ayah telah melakukan yang terbaik untuk indonesia,negative
menurut arya sinulingga kemenangan bersejarah timnas indonesia dari arab saudi akibat ancaman mundur erick thohir sbg ketum pssi keren ngancam aja terus pak et lebih keras gpp yg penting timnas bisa menang lawan australia bahrain china jepang dan lolos ke piala dunia,positive
kata erick thohir punya track record bagus baguss apanya kocak pernah utang judi milyar,negative
keputusan besar dari erick thohir dan pssi untuk berpisah dengan sty di balik semua itu pasti ada pertimbangan matang berdasarkan dinamika internal dan bukan semata hasil di lapangan hanya waktu yang akan menjawab apakah keputusan pssi tepat atau menjadi sebuah blunder,negative
tegas bukan karena mafia bola erick thohir menegaskan dirinya bukan tipe pemimpin yang mudah ditekan sana sini,negative
erick thohir ketika baca cv manajerial patrick kluivert di hari libur natal,neutral
ketum pssi erick thohir menilai pergantian pelatih merupakan hal yang biasa meski indonesia masih berjuang di kualifikasi piala dunia,neutral
orang meninggal itu harusnya didoain ini malah nyuruh orang meninggal doain yg hidup tuh gimana doa mah tetep ke tuhan atuh pak,negative
sty berhasil membawa timnas naik level itu fakta bahwa sty dalam beberapa kesempatan taktiknya tak tepat sasaran gagal mengakomodir kemampuan pemain itu juga fakta ganti pelatih boleh tapi kudunya bisa cari yang trek rekor dan ide taktiknya oke dong,positive
yang dimaksud erick thohir tuh bukan pemain mas tapi pemain,neutral
dengan kesyahidannya ia telah menjadi pahlawan abadi mereka membunuhnya tetapi tujuannya kini lebih kuat dari sebelumnya qasimsoleimani erick thohir susunya,positive
kalau beneran kejadian kira apa alasan erick thohir sampai memilih pelatih dgn track record kelas kacang seperti ini,negative
calvin verdonk yang udah pincang kakinya sampe maksa lari ngejer pemain arab saudi menit akhir eh si arya malah ngeklaim itu karena ancaman mundur baginda raja ketum terbaik sejagad raya,negative
pagiii susunya lamongan ready towel prof dr ir curacao erick thohir,neutral
aku kira bri aja yg pny kasus seperti ini ternyata btn juga jika bankbank bumn aja ga aman perusahaan bumn pada pny utang rugi dan bangkrut lalu menteri bumn kerjanya apa sappo negosiasi alot nasabah dan petinggi bank btn bersitegang terkait hilangnya uang,negative
ngapain pssi nunggu tanggal dah langsung aja erick thohir malam ini mengumumkan bahwa pengganti shin taeyong adalah patrick kluivert pejudi handal dari tanah belanda seperti dari luis milla ke simon,neutral
masih mau berharap sama erick thohir lihat tuh bumn,neutral
here we go patrick kluivert akan menjadi pelatih baru timnas indonesia dengan kontrak selama tahun opsi perpanjangan tahun perkenalan pada tanggal januari,neutral
erick thohir mantan pemilik dc united mantan pemilik inter milan itu bukan prestasi itu kekayaan dan faktanya selama ditangan erick thohir prestasi apa yg di dapat inter dan dc united,neutral
setelah pertandingan indonesia u vs yodarnia u erick thohir congratulations so coach stay with us para pemain timnas di locker room tampak bahagia dan dengan bangga memanggil nama shin taeyong sty stay,positive
agak susah digambarkan tapi fetisisme erick thohir mempekerjakan orang belanda ini semacam cara melenyapkan inferioritas kolonial persis kayak pram berhubungan seks dengan noni belanda,negative
tanpa memajang wajah sendiri respect pak,negative
semoga kursi kepelatihan timnas ga seperti ini modelannya ya pak please kebanggaan rakyat indonesia saat ini cuma di sepak bola doang pak jangan dihancurin lagi dong pak,negative
beberapa alasan yang diungkap erick thohir terkait pemecatan shin taeyong perlunya pimpinan yang bisa lebih menerapkan strategi yang disepakati oleh para pemain komunikasi yang lebih baik implementasi program lebih baik secara menyeluruh ke timnas,neutral
pak vidio,positive
ke depan kalau erick thohir maju sebagai capres atau cawapres saya pastikan suara saya tak akan saya berikan untuknya tidak tidak akan,neutral
,positive
konferensi pssi indonesia v argentina erick thohir argentina full team namun hanya ada satu pemain yang tidak ikut itu pemain favorit saya hahahahaha ya pemain ini mau tampil di final ucl sayang sekali gue dalem hati pemain favorit saya juga pak,positive
rumput gbk rumput,negative
bumn rugi terus padahal rakyat bayarnya cash tidak pernah ngutang garuda rugi pln rugi pertamina rugi bpjs rugi cc menteri bumn,negative
resmi dikonfirmasi ketum pssi erick thohir coach sty sepakat perpanjang kerja sama hingga,neutral
ready senin siang terong alvin lim bisadipegang vcsbugilll erick thohir towel,neutral
setuju dgn artikel ini sbg pebisnis dia bagus tp sbg presiden inter dia nggak pantes,negative
erick thohir pikir timnas kita tuh timnas prancis,neutral
erick thohir ngerti bola hanya krn dia pernah jdi owner inter itu asbun dia cuma bagus sebagai bisnis man,negative
kalau emang ini beneran pilihan dari pssi sebutkan apa alasan erick thohir menggantikan shin taeyong dengan kluivert dengan trek record kelas kacang tanah seperti ini penjudi pengatur skor kriminal kluivertout timnasindonesia,neutral
ah masa apakah bapak bersedia mundur jika nanti pengganti sty hancur dan gagal di qwc dan saya minta juga pengurus pssinya di rombak jangan ada lagi yg ngisi org politik yg ga ngrti bola tapi yg ngisi harus mantan² atlet setuju ga guys,negative
stasiun karet sepenuh itu kalo rush hour dan mau ditutup erick thohir sama rudi as aturridha mana pernah sih nungguin krl lama kepenyet di stasiun gerbong kereta terus skrg stasiun karet yg rame ditutup karena kedeketan sama bni city ya lu ngapain buka bni city makanya,negative
nah ernando dah jelasin nih tentang tender apparel timnas sekarang kita tunggu klarifikasi dari pssi dan erick thohir siapa sebenernya yang menang tender apparel jersey timnas indonesia nih erigo erspo atau apalah namanya itu transparan yuk,neutral
federasi paling gak tahu diri emang baru lolos ke wcq aja gayanya kek yg udah berkali lolos pildun goblok ah,negative
ga pake lama pak maarten paes emil audero kevin diks mees hilgers jayden oosterwolde jairo riedewald ole romeny mauresmo hinoke,neutral
pssi erick thohir,neutral
ra usah sedih pak wes nyiapke plan b amp c,negative
terima kasih coach atas dedikasimu buat indonesia masih gak ngerti pemikiran erick thohir buat mecat sty aku kira dia sbg ketua pssi gak bakal menyangkut pautkan bola ke politik ternyata,positive
walaupun gelap saya tetap di belakang jenengan pak dengan segala resikonya,negative
saatnya untuk suporter bergerak apakah erick thohir amp jajaran pengurus pssi berani bertanggung dengan mengundurkan diri ketika timnas indonesia gagal lolos ke piala dunia kita sudah tidak percaya proses waktunya kita menuntut prestasi kepada pengganti shin taeyong,negative
untuk urusan drama emang jago dari urusan bola sampe urusan pelatih apalagi pengamat bola gt pssi exco susunya curacao cctv polisi towel arab saudi erick thohir,neutral
gak akan milih erick thohir besok siapapun pasangannya,negative
setelah drama pemecatan sty semua tekanan skrg ada di erick thohir lolos piala dunia jd harga mati pelatih baru gue rasa nothing to lose aja lolos ya syukur klo gagal ya gpp udah dpt duit gede apalagi klo sampe dipecat dpt kompensasi menang banyak dia,positive
jingan cek var kompetisi produk pssi era erick thohir,neutral
confirmed maarten paes tahun sudah resmi jadi wni jens raven tahun amp calvin verdonk tahun saat ini sedang jalani proses untuk menjadi wni ketum pssi erick thohir,neutral
jgn dinyinyirin lihat dari kacamata positif aja bikin usaha gak harus selalu jatoh bangun ini contohnya erspo blm pernah bikin apa bisa langsung bikin jersey timnas,negative
sah,positive
erick thohir bantah ada tekanan dari mafia bola atau exco untuk mengganti coach shin taeyong,neutral
bulan pertama di tahun semangat baru tantangan baru dan peluang lebih besar untuk mewujudkan indonesia emas semangat,positive
pengganti sty adalah ego dan nafsunya erick thohir sendiri welcome ladies amp gentlement,neutral
sty stay until loloskan timnas indonesia ke babak besar piala asia ⁠loloskan timnas indonesia u ke babak besar piala asia u kesepakatan erick thohir amp coach shin taeyong tercapai kontrak sty akan diperpanjang hingga,neutral
ternyata beneran pas preskon erick thohir bilang gitusengaja milih hari natal utk menunjukkan keseriusan dan dr kandidat yg dateng semangattt ya uri coach sty shin taeyong wish you all de best for future endeavors,positive
occrp menjatuhkan nama joko widodo yang selalu menang tapi kali ini kalah sama bashar alassad rizieq ikut bersuara nih shin taeyong erick thohir ina go towel china keputusan korsel smtown,neutral
breaking news senin diksi ketum pssi erick thohir ke shin taeyong dipecat bukan diganti jelang vs bahrain denger bacot towel terimakasih sty antar timnas ke pildun piala dunia aff sea games aff u lolos piala asia asia u asia u asia,neutral
← erick thohir byu ⠇ ¹ ᵐⁱⁿᵘᵗᵉ ᵃᵍᵒ,neutral
undang erick thohir kita mau tahu apa dia doktor beneran kita mau yahu berapa banyak uang yang dia pakai untuk membeli ijazah itu kita perlu tahu karena dia pejabat publik rg gerombolan ijazah palsu jokowirajakorup jokowirajakorup,negative
sepak bola olahraga keras tanpa pemain barbar pun risiko terburuk yaitu kematian selalu mengintai padahal seperti pesan presiden ri maupun ketum pssi kita harus selalu ingat sepak bola adalah hiburan sportivitas bukan bencana atau kematian,positive
bbrp pemain naturalisasi jg diawali dijaman ibul di erick thohir finishing aja,neutral
thanks erick thohir dapet pelatih yg pernah punya riwayat gambling,positive
gambling banget erick thohir mecatin sty mau bayar pesangon mahal demi masuk pildun yang belum tentu juga dan bisa jadi makin aur auran timnasnya,positive
difahamkan kevin diks rbcblb telah melakukan sesi foto jabat tanganku dengan ketua pssi bapak erick thohir wow wow wow just wow,neutral
rahasia terungkap alasan pak bas ternyata sumber ig pak erick thohir,neutral
prestasi erick thohir,positive
yahahaha mampus kau upil jokowi,negative
kocak emang kalo dapetnya ini mah ga usah interview sampe ke eropa dmdman aja juga jadi wong pengangguran problematik kok,negative
the real villain sebenarnya adalah erick thohir mau nyalon presiden or wapres ya mencla mencle omongan ngga bisa dipegang bobrok,negative
erick thohir berjudi dengan menunjuk tukang judi,neutral
ketum pssi erick thohir menyatakan akan melayangkan surat protes ke afc terkait kepemimpinan wasit nasrullo kabirov yang bosok protes yang keras ke afc agar mereka tak meremehkan indonesia kepemimpinan bosok harus diingatkan biar mereka sadar jangan terlalu menyepong tuan,negative
